"_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2803947,"4152673","2017",NA,"1965","PRIVATE","20","Scarborough Southwest","720 KENNEDY RD","14","186","2022-12-28","78","Evaluation needs to be conducted in 2 years","19","4","3","4","4","4","4","4","4","4","4","4","4","5","3","3","3","4","5","4","N/A","E2023","43.7295838093","-79.2673564135","323526.601","4843095.346"
2803948,"4155485","2017",NA,"1957","PRIVATE","03","Etobicoke-Lakeshore","12 ALBERT AVE","3","12","2022-12-28","76","Evaluation needs to be conducted in 2 years","16","4","4","4","4","2","3","N/A","4","N/A","4","4","4","5","4","4","4","N/A","3","4","N/A","W0336","43.6158886447","-79.4889237637","305678.326","4830438.387"
2803949,"4155484","2017",NA,"1950","PRIVATE","03","Etobicoke-Lakeshore","16 ALBERT AVE","3","18","2022-12-28","80","Evaluation needs to be conducted in 2 years","15","4","3","5","4","3","4","N/A","4","N/A","N/A","5","4","4","5","3","3","N/A","5","4","N/A","W0336","43.6159770796","-79.4891131322","305663.04","4830448.21"
2803950,"4155487","2017",NA,"1965","PRIVATE","03","Etobicoke-Lakeshore","2 SUPERIOR AVE","5","47","2022-12-28","80","Evaluation needs to be conducted in 2 years","17","4","5","4","3","4","4","N/A","5","4","N/A","3","4","5","4","5","3","4","4","3","N/A","W0336","43.6143308517","-79.4872977904","305809.589","4830265.341"
2803951,"4155309","2017",NA,"1959","PRIVATE","03","Etobicoke-Lakeshore","22 BURNHAMTHORPE RD","5","42","2022-12-28","73","Evaluation needs to be conducted in 2 years","18","3","3","5","3","4","4","N/A","3","4","4","2","4","5","3","4","3","4","3","5","N/A","W0321","43.648227444","-79.530348478","302335.758","4834032.463"
2803952,"4155278","2017",NA,"1950","PRIVATE","03","Etobicoke-Lakeshore","158 BERRY RD","4","30","2022-12-28","74","Evaluation needs to be conducted in 2 years","17","4","4","5","3","3","2","N/A","4","N/A","3","3","4","5","3","4","5","3","4","4","N/A","W0327","43.6372671432","-79.489657597","305618.818","4832813.412"
2803953,"4152629","2017",NA,"1955","PRIVATE","21","Scarborough Centre","8 RANNOCK ST","4","33","2022-12-28","86","Evaluation needs to be conducted in 3 years","17","4","4","5","4","5","4","N/A","4","N/A","4","4","5","5","4","4","4","4","5","4","N/A","E2131","43.7287170868","-79.3000634846","320891.929","4842992.248"
2803954,"4155272","2017",NA,"1955","PRIVATE","03","Etobicoke-Lakeshore","34 RIVERWOOD PKWY","4","35","2022-12-28","83","Evaluation needs to be conducted in 2 years","16","5","4","5","4","4","4","N/A","4","N/A","N/A","4","5","4","3","5","3","5","3","4","N/A","W0327","43.6397937003","-79.4903246449","305564.983","4833094.093"
2803955,"4155058","2017",NA,"1960","PRIVATE","08","Eglinton-Lawrence","1090 ROSELAWN AVE","5","62","2022-12-28","76","Evaluation needs to be conducted in 2 years","17","4","4","5","4","3","4","N/A","3","4","N/A","3","4","4","4","4","4","4","4","3","N/A","N0831","43.7009028087","-79.449149194","308883.057","4839884.115"
2803956,"4269318","2017",NA,"1958","PRIVATE","20","Scarborough Southwest","998 DANFORTH RD","3","21","2022-12-28","71","Evaluation needs to be conducted in 2 years","16","3","3","4","4","4","4","N/A","4","N/A","4","3","3","5","3","4","3","N/A","4","2","N/A","E2024","43.7352342615","-79.2476716721","325110.51","4843727.705"
2803957,"4155230","2018",NA,"1959","PRIVATE","03","Etobicoke-Lakeshore","65 CLOVERHILL RD","4","24","2022-12-28","75","Evaluation needs to be conducted in 2 years","17","4","4","5","4","3","4","N/A","4","N/A","3","3","5","5","3","4","4","3","3","3","N/A","W0329","43.6354908958","-79.4906112543","305541.855","4832616.072"
2803958,"4155470","2017",NA,"1977","TCHC","03","Etobicoke-Lakeshore","100 CAVELL AVE","7","300","2022-12-28","86","Evaluation needs to be conducted in 3 years","19","4","5","5","4","5","5","4","4","4","N/A","4","5","5","4","4","3","5","4","3","5","W0336","43.6154876721","-79.4969959174","305026.782","4830393.808"
2803959,"4155055","2017",NA,"1959","PRIVATE","08","Eglinton-Lawrence","1040 CASTLEFIELD AVE","4","44","2022-12-28","86","Evaluation needs to be conducted in 3 years","17","5","4","5","4","5","4","N/A","4","N/A","4","4","4","5","4","5","4","N/A","4","4","4","N0831","43.7010486833","-79.4499999014","308814.479","4839900.279"
2803960,"4155492","2017",NA,"1952","PRIVATE","03","Etobicoke-Lakeshore","2555 LAKE SHORE BLVD W","4","26","2022-12-28","76","Evaluation needs to be conducted in 2 years","15","4","4","5","4","3","2","N/A","4","N/A","N/A","4","5","5","3","4","4","N/A","3","3","N/A","W0336","43.6090432374","-79.4898363283","305704.944","4829683.294"
2803961,"4155285","2017",NA,"1950","PRIVATE","03","Etobicoke-Lakeshore","6 KINGS POINT DR","3","16","2022-12-28","68","Evaluation needs to be conducted in 2 years","17","3","3","4","3","3","4","N/A","4","N/A","4","2","4","5","2","4","2","4","3","4","N/A","W0327","43.6396095695","-79.4936460031","305296.993","4833073.615"
2803962,"4155490","2017",NA,"1952","PRIVATE","03","Etobicoke-Lakeshore","2559 LAKE SHORE BLVD W","4","26","2022-12-28","81","Evaluation needs to be conducted in 2 years","15","4","4","5","4","3","3","N/A","3","N/A","N/A","4","5","5","4","5","4","N/A","4","4","N/A","W0336","43.6090936183","-79.4886161506","305607.776","4829677.695"
2803963,"4155489","2017",NA,"1952","PRIVATE","03","Etobicoke-Lakeshore","2561 LAKE SHORE BLVD W","4","14","2022-12-28","81","Evaluation needs to be conducted in 2 years","14","4","4","5","4","N/A","3","N/A","4","N/A","N/A","4","5","5","4","5","3","N/A","4","3","N/A","W0336","43.6088644692","-79.4900435258","305588.026","4829658.026"
2803964,"4285401","2018",NA,"1952","PRIVATE","20","Scarborough Southwest","6 FOLCROFT AVE","3","13","2022-12-28","75","Evaluation needs to be conducted in 2 years","16","3","4","4","3","3","4","N/A","4","N/A","3","4","4","5","3","4","3","N/A","5","4","N/A","E2035","43.700957687","-79.251492552","324829.314","4839934.355"
2803965,"4888795","2021",NA,"1951","PRIVATE","19","Beaches-East York","1000 O'CONNOR DR","3","12","2022-12-23","77","Evaluation needs to be conducted in 2 years","14","4","2","4","4","N/A","5","N/A","4","N/A","N/A","3","4","5","4","4","4","N/A","5","2","N/A","S1921","43.7092735859","-79.3104170385","320062.769","4840830.249"
2803966,"4245705","2017",NA,"1967","PRIVATE","03","Etobicoke-Lakeshore","359 KIPLING AVE","3","12","2022-12-23","85","Evaluation needs to be conducted in 2 years","16","4","5","3","4","5","4","N/A","5","N/A","5","5","5","5","4","5","2","N/A","4","3","N/A","W0335","43.6009938518","-79.5179299016","303336.876","4828783.712"
2803967,"4155843","2017",NA,"1952","PRIVATE","20","Scarborough Southwest","3214 ST CLAIR AVE E","3","16","2022-12-23","91","Evaluation needs to be conducted in 3 years","15","4","4","5","5","5","4","N/A","5","N/A","N/A","4","5","5","5","4","3","N/A","5","5","N/A","E2021","43.7104704684","-79.2900582076","321703.085","4840967.096"
2803968,"4156305","2017",NA,"1952","PRIVATE","20","Scarborough Southwest","3218 ST CLAIR AVE E","3","16","2022-12-23","79","Evaluation needs to be conducted in 2 years","15","4","3","5","4","4","4","N/A","4","N/A","N/A","4","4","5","3","4","3","N/A","4","4","N/A","E2021","43.7103165144","-79.2898372595","321720.933","4840950.037"
2803969,"4155564","2017",NA,"1970","TCHC","20","Scarborough Southwest","3479 ST CLAIR AVE E","8","94","2022-12-23","78","Evaluation needs to be conducted in 2 years","19","4","4","4","3","4","4","4","4","4","3","3","4","5","4","4","4","4","4","4","N/A","E2030","43.7142950675","-79.2692166242","323381.434","4841396.427"
2803970,"4155562","2017",NA,"1971","TCHC","20","Scarborough Southwest","40 TEESDALE PL","24","278","2022-12-23","71","Evaluation needs to be conducted in 2 years","18","4","3","4","3","3","4","4","4","3","N/A","3","4","3","3","4","3","4","5","3","N/A","E2028","43.6972076653","-79.2864410678","321998.393","4839494.37"
2803971,"4154886","2017",NA,"1964","PRIVATE","16","Don Valley East","1840 VICTORIA PARK AVE","12","204","2022-12-23","80","Evaluation needs to be conducted in 2 years","19","4","5","5","3","4","4","4","5","3","4","4","4","5","3","4","4","4","3","4","N/A","N1628","43.7404974664","-79.3102350058","320069.513","4844299.041"
2803972,"4154885","2017",NA,"1964","PRIVATE","16","Don Valley East","1850 VICTORIA PARK AVE","15","240","2022-12-23","85","Evaluation needs to be conducted in 2 years","19","4","5","5","3","4","4","3","5","3","4","4","5","5","4","5","5","5","4","4","N/A","N1628","43.7409546826","-79.3112631324","319986.585","4844349.647"
2803973,"4154259","2017",NA,"1984","TCHC","07","Humber River-Black Creek","3101 WESTON RD","18","176","2022-12-23","61","Evaluation needs to be conducted in 1 year","20","3","3","4","1","4","2","2","4","4","2","2","4","2","4","3","4","3","4","3","3","W0733","43.733312244","-79.537225843","301785.494","4843485.091"
2803974,"4156048","2017",NA,"1960","PRIVATE","20","Scarborough Southwest","24 PELL ST","3","11","2022-12-23","87","Evaluation needs to be conducted in 3 years","15","5","2","5","4","N/A","5","N/A","5","N/A","5","3","4","5","5","4","3","N/A","5","5","N/A","E2035","43.708100911","-79.248499263","325056.883","4840728.747"
2803975,"4156385","2017",NA,"1940","PRIVATE","20","Scarborough Southwest","1481 KINGSTON RD","3","15","2022-12-23","76","Evaluation needs to be conducted in 2 years","16","4","4","5","4","4","4","N/A","4","N/A","3","4","3","5","3","4","2","N/A","5","3","N/A","E2034","43.688423918","-79.269500963","323393.784","4838549.187"
2803976,"4155804","2017",NA,"1950","PRIVATE","20","Scarborough Southwest","1625 KINGSTON RD","3","11","2022-12-23","81","Evaluation needs to be conducted in 2 years","16","4","4","3","4","4","2","N/A","5","N/A","3","4","3","5","5","4","5","N/A","5","5","N/A","E2034","43.690864521","-79.265477585","323718.011","4838812.556"
2803977,"4156195","2017",NA,"1967","TCHC","07","Humber River-Black Creek","415 DRIFTWOOD AVE","16","135","2022-12-23","81","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","4","N/A","3","4","N/A","4","4","5","5","3","3","4","5","4","N/A","W0725","43.7673194757","-79.5164765451","303458.049","4847261.584"
2803978,"4152679","2017",NA,"1971","PRIVATE","20","Scarborough Southwest","2225 EGLINTON AVE E","6","94","2022-12-23","91","Evaluation needs to be conducted in 3 years","18","5","4","5","5","5","3","5","5","5","N/A","4","4","5","2","5","5","5","5","5","N/A","E2023","43.729677828","-79.276229104","322811.499","4843104.772"
2803979,"4154251","2018",NA,"1993","SOCIAL HOUSING","07","Humber River-Black Creek","3001 FINCH AVE W","14","166","2022-12-23","80","Evaluation needs to be conducted in 2 years","19","5","4","5","4","4","4","4","4","5","N/A","3","5","3","4","3","4","4","4","3","4","W0727","43.747070571","-79.562597925","299742.782","4845014.81"
2803980,"4154915","2017",NA,"1961","PRIVATE","16","Don Valley East","1325 YORK MILLS RD","4","64","2022-12-23","79","Evaluation needs to be conducted in 2 years","18","4","5","5","4","3","4","4","4","3","N/A","4","5","4","3","4","4","4","3","4","N/A","N1625","43.7616285056","-79.3217659908","319135.683","4846644.525"
2803981,"4154246","2017",NA,"1972","PRIVATE","07","Humber River-Black Creek","2405 FINCH AVE W","27","258","2022-12-23","75","Evaluation needs to be conducted in 2 years","19","4","4","4","2","4","3","3","4","5","N/A","3","4","5","4","4","3","4","4","3","4","W0727","43.750621289","-79.544032103","301238.257","4845408.296"
2803982,"4153639","2019",NA,"1915","PRIVATE","14","Toronto-Danforth","279 WOODFIELD RD","4","42","2022-12-22","74","Evaluation needs to be conducted in 2 years","13","3","4","4","3","N/A","4","N/A","5","N/A","N/A","1","4","5","3","4","4","N/A","4","N/A","N/A","S1439","43.671655465","-79.323701099","319000.793","4836649.59"
2803983,"4155225","2017",NA,"1973","PRIVATE","03","Etobicoke-Lakeshore","8 LOMOND DR","24","183","2022-12-22","75","Evaluation needs to be conducted in 2 years","19","4","4","5","3","3","3","3","4","5","3","4","4","4","4","5","3","4","3","3","N/A","W0325","43.6463454422","-79.5227554263","302948.491","4833822.241"
2803984,"4255506","2017",NA,"1957","PRIVATE","03","Etobicoke-Lakeshore","1 NEWHOLM RD","4","27","2022-12-22","88","Evaluation needs to be conducted in 3 years","17","4","5","5","4","4","2","N/A","5","N/A","5","5","3","5","5","5","5","5","5","3","N/A","W0329","43.63650442","-79.4877435636","305773.28","4832728.695"
2803985,"4152917","2017",NA,"1935","PRIVATE","04","Parkdale-High Park","7 BRULE TER","3","13","2022-12-22","83","Evaluation needs to be conducted in 2 years","16","4","4","4","4","3","4","N/A","3","N/A","N/A","4","5","5","5","4","4","3","5","5","N/A","S0430","43.6475612545","-79.4890462091","305668.015","4833957.046"
2803986,"4154084","2017",NA,"1957","PRIVATE","14","Toronto-Danforth","470 MORTIMER AVE","4","42","2022-12-22","79","Evaluation needs to be conducted in 2 years","17","4","4","3","4","4","4","N/A","4","N/A","4","4","4","5","4","4","3","4","4","4","N/A","S1426","43.6897638166","-79.3320473561","318323.973","4838658.984"
2803987,"4155215","2017",NA,"1954","PRIVATE","03","Etobicoke-Lakeshore","100 BROWNS LINE","3","22","2022-12-22","86","Evaluation needs to be conducted in 3 years","16","4","5","5","4","4","3","N/A","5","N/A","3","4","5","5","3","5","5","N/A","4","5","N/A","W0330","43.5952200747","-79.5429727048","301314.74","4828143.037"
2803988,"4155859","2017",NA,"1960","PRIVATE","13","Toronto Centre","433 JARVIS ST","9","144","2022-12-22","77","Evaluation needs to be conducted in 2 years","14","3","3","5","4","3","4","N/A","4","N/A","N/A","4","3","5","4","4","4","N/A","4","N/A","N/A","S1326","43.6639097135","-79.3766153717","314735.394","4835780.455"
2803989,"4153640","2017",NA,"1965","PRIVATE","14","Toronto-Danforth","1395 GERRARD ST E","3","12","2022-12-22","66","Evaluation needs to be conducted in 2 years","14","3","4","4","2","3","3","N/A","4","N/A","N/A","2","4","2","3","4","4","N/A","4","N/A","N/A","S1439","43.671588843","-79.324094142","318969.114","4836642.122"
2803990,"4155222","2017",NA,"1993","SOCIAL HOUSING","03","Etobicoke-Lakeshore","773 THE QUEENSWAY","3","63","2022-12-22","91","Evaluation needs to be conducted in 3 years","20","5","5","5","4","5","4","5","5","4","4","3","5","5","4","5","4","5","5","4","5","W0326","43.625636744","-79.504530803","304383.661","4831516.423"
2803991,"4226941","2017",NA,"1993","SOCIAL HOUSING","03","Etobicoke-Lakeshore","781 THE QUEENSWAY","3","66","2022-12-22","93","Evaluation needs to be conducted in 3 years","18","5","5","5","5","5","5","4","5","3","N/A","3","5","5","5","5","5","N/A","5","4","5","W0326","43.6254472366","-79.5057604061","304305.579","4831500.434"
2803992,"4167767","2017",NA,"1974","TCHC","05","York South-Weston","710 TRETHEWEY DR","19","165","2022-12-22","89","Evaluation needs to be conducted in 3 years","18","5","5","5","4","3","5","5","5","4","N/A","3","5","5","4","5","4","5","4","4","N/A","W0528","43.697803447","-79.499827299","304798.114","4839539.581"
2803993,"4153236","2017",NA,"1967","PRIVATE","11","University-Rosedale","280 ST GEORGE ST","15","85","2022-12-22","91","Evaluation needs to be conducted in 3 years","19","4","5","5","4","4","4","5","4","4","5","4","5","5","5","4","5","5","5","4","N/A","S1127","43.673984446","-79.4033081754","312581.298","4836896.819"
2803994,"4152932","2017",NA,"1926","PRIVATE","04","Parkdale-High Park","5 HIGH PARK AVE","3","21","2022-12-22","73","Evaluation needs to be conducted in 2 years","14","4","3","3","3","3","3","N/A","4","N/A","N/A","3","4","5","4","4","4","N/A","4","N/A","N/A","S0428","43.6538760484","-79.4649817406","307609.129","4834659.06"
2803995,"4233372","2017",NA,"1975","PRIVATE","12","Toronto-St. Paul's","40 SOUDAN AVE","14","66","2022-12-22","96","Evaluation needs to be conducted in 3 years","18","5","5","5","4","5","5","5","5","5","4","4","5","5","5","5","5","N/A","5","4","N/A","S1228","43.7049414095","-79.3965572814","313121.445","4840336.79"
2803996,"4261157",NA,NA,"1957","PRIVATE","03","Etobicoke-Lakeshore","103 SIXTEENTH ST","3","10","2022-12-22","57","Evaluation needs to be conducted in 1 year","15","3","3","3","4","2","1","N/A","5","N/A","N/A","3","3","5","2","2","4","N/A","2","1","N/A","W0335","43.6028075946","-79.5164885645","303453.266","4828985.195"
2803997,"4156295","2017",NA,"1967","PRIVATE","05","York South-Weston","1765 WESTON RD","25","246","2022-12-22","66","Evaluation needs to be conducted in 2 years","19","4","3","5","2","2","3","3","4","4","3","2","4","1","4","4","3","4","5","3","N/A","W0527","43.6990639559","-79.5119719596","303819.476","4839678.778"
2803998,"4155993","2017",NA,"1973","PRIVATE","05","York South-Weston","2460 WESTON RD","27","214","2022-12-22","84","Evaluation needs to be conducted in 2 years","19","5","4","5","3","4","5","3","1","5","3","4","5","5","5","4","5","5","5","4","N/A","W0521","43.7078718117","-79.5341521524","302032.14","4840657.833"
2803999,"4153789","2017",NA,"1958","PRIVATE","15","Don Valley West","75 PETMAN AVE","3","26","2022-12-22","80","Evaluation needs to be conducted in 2 years","14","4","4","4","4","4","3","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","N/A","N/A","N1530","43.708920433","-79.384300946","314108.39","4840781.103"
2804000,"4155290","2017",NA,"1958","PRIVATE","03","Etobicoke-Lakeshore","33 RIVERWOOD PKWY","4","50","2022-12-22","87","Evaluation needs to be conducted in 3 years","18","5","5","5","4","4","5","N/A","5","5","3","3","5","5","4","4","5","5","3","3","N/A","W0327","43.6402119345","-79.4896809434","305616.916","4833140.562"
2804001,"4153918","2017",NA,"1918","PRIVATE","12","Toronto-St. Paul's","62 ORIOLE GDNS","3","13","2022-12-22","65","Evaluation needs to be conducted in 1 year","15","3","4","5","3","3","3","N/A","3","N/A","3","3","2","5","3","3","3","N/A","3","N/A","N/A","S1232","43.690570503","-79.400460705","312808.514","4838740.742"
2804002,"4154085","2017",NA,"2012","SOCIAL HOUSING","14","Toronto-Danforth","270 DONLANDS AVE","8","44","2022-12-22","84","Evaluation needs to be conducted in 2 years","18","5","4","5","4","4","4","4","4","4","4","5","4","5","4","4","4","N/A","4","N/A","4","S1422","43.6901052164","-79.3416209783","317552.137","4838695.398"
2804003,"4155263","2017",NA,"1958","PRIVATE","03","Etobicoke-Lakeshore","7 CROWN HILL PL","4","35","2022-12-22","84","Evaluation needs to be conducted in 2 years","17","3","5","5","4","3","3","N/A","5","N/A","5","4","5","5","4","4","5","4","3","4","N/A","W0327","43.6386262832","-79.4911761302","305496.279","4832964.393"
